default_code;product_tmpl_id;id;volume;weight
1163304/TF;2971;76260;;
1833363;37732;82941;;
11818991/HA;43766;95920;;
M0071565/30;5744;10532;;
M0101707/S12;9601;94014;;
4267407;29111;64469;;
M0170604;6451;12298;;
4183383/07;25036;54863;;
M0170643;6449;12296;;
7361377/71;3740;7708;;
1090607;5824;10801;;
1090608;5826;10803;;
4183378/09;25035;54860;;
4028529/44;18483;39614;;
1090610;8357;16621;;
M0320602;3846;8364;;
1858403/3942;25629;56910;;
1181307/125;9753;21523;;
M0040620;8043;15970;;
4183378/10;25035;54861;;
4183378/05;25035;54862;;
M0290607;11232;24868;;
M0811780/15;28487;62919;;
PR/77803;36432;80377;;
7361378/71;3740;7713;;
2979502;2614;4427;;
1181351/12C;9754;21552;;
1113353/20;18738;40532;;
1181310;9769;21588;;
1113364/48;18740;40534;;
M0041304/40;7790;15432;;
1113387/1;18749;40543;;
1181343/418;8443;16992;;
M0041304/60;7790;15431;;
2401358/115;11455;25248;;
4828301/43;38875;85154;;
1879112/60;31423;69741;;
7139266/L;37802;83096;;
4700927;39131;85693;;
4700623;12790;27798;;
7139266/M;37802;83095;;
7390609;12669;27564;;
1163311/13;2987;5402;;
6431419/78;23329;63586;;
1163311/gh;2987;68804;;
18018018/04;39516;95924;;
M0811780/11;28487;71622;;
1800556;43768;95925;;
M02933172;12706;62911;;
11818991/TA;43766;95921;;
18018018/02;39516;95926;;
4063307;27147;60006;;
1261313/21;9066;19571;;
1181343/307;8443;16996;;
1261306;9062;19564;;
2978943/42;39232;85911;;
1261311/14;9066;19568;;
1261311/21;9066;19570;;
1261313/10;9066;19573;;
1181343/421;8443;16990;;
1113305/AN;18719;40619;;
PR/77420;7686;79997;;
4155501/6;2607;4405;;
2979033/L;2420;3723;;
1957401;39064;85560;;
1181351/12;8458;17039;;
4063317;27152;60011;;
1113303/SA;18718;40616;;
4063318;27153;60012;;
M0321303;3856;8374;;
1181321/11;9756;21555;;
1113305/FL;18719;40620;;
1181329/10;8349;16611;;
M0698109/46;3477;6665;;
M0811311/51;10712;23746;;
2979504/L;25640;56968;;
1801314/06;9874;21836;;
1879115/50;35506;78509;;
1879114/08;33299;73529;;
7139266/XXL;37802;83098;;
4291409;26988;59666;;
1181321/08;9756;21556;;
18018018/08;39516;95927;;
2979504/M;25640;56967;;
4028529/45;18483;39615;;
6431419/92;23329;63587;;
7139266/XL;37802;83097;;
1163312/05;2989;5426;;
1163312/01;2989;5430;;
M0811794/PI;36908;81328;;
M0745227/3006;38523;84569;;
M0101701/101;9600;20927;;
M0101722/S02;9603;94015;;
M0649251/S;36430;80355;;
M0811781/15;28488;62923;;
2979503;2614;4428;;
1113311/FR;18723;40628;;
PR/77421;7686;79998;;
2979504/XL;25640;56969;;
M0811311/52;10712;23747;;
1113303/SQ;18718;40617;;
1113309/PR;18722;40625;;
1113327/AC;18726;40632;;
4700555;38932;85278;;
4701164/12;17340;37754;;
M0171301/20;6361;12050;;
1181329/14;8349;16610;;
2979504/XXL;25640;56970;;
1181713/068;8540;17552;;
M0171301/07;6361;12048;;
1181744/205;8529;17314;;
1271311/PW;9117;19734;;
1007701;36405;80265;;
PR/77422;7686;79999;;
1113362/11;18739;40656;;
1113362/12;18739;40657;;
1181101/10;8258;16358;;
2979510/XL;2617;4441;;
1113347/GO;18735;40653;;
1113339/A8;18730;40648;;
1181602/BB;8495;17104;;
1113352/OM;18737;40655;;
1271310/CP;9117;19737;;
1113339/PI;18730;40646;;
1113352/CH;18737;40654;;
1113372/01;18743;40664;;
2979510/XXL;2617;4442;;
1271314/CP;9117;19743;;
1113347/GR;18735;40652;;
1113372/12;18743;40665;;
1113370/12;18741;40659;;
1879115/54;35506;78511;;
1163325/FT;2972;60420;;
2979518/85;2621;4460;;
1181898/113;27781;61505;;
M0811795/CA;36909;81335;;
1163312/14;2989;90803;;
6431816/RR;32576;94011;;
4701314/21;17357;37807;;
18018017/03;39515;95928;;
1959009/LXL;39063;85558;;
1113370/13;18741;40658;;
2979033/M;2420;3721;;
M0655255;38603;84695;;
4939005/S;22290;49208;;
PR/77423;7686;80000;;
5348201/41;23699;60536;;
3013320;25728;57067;;
3013356;25730;57069;;
4028529/46;18483;39616;;
2401359/016;11457;25253;;
1181855/ACC3213;29241;64705;;
1181712/115;8539;76581;;
1181729;8532;17331;;
5348101/38-39;23698;61852;;
2979519/8;2621;4457;;
2402704/2.0;11497;25382;;
1879202/L;28497;62944;;
21805056;38476;84448;;
6431833;37316;82178;;
1879202/M;28497;62942;;
4063306;27146;60005;;
1181332;8351;16616;;
3013319;25727;57066;;
5049403;25443;56200;;
1833364;37733;82942;;
4119111/M;8884;56222;;
1879202/XXL;28497;62948;;
1858937/50;25631;56924;;
1879203/L;28497;62952;;
1181721/107;8536;17393;;
1181718/078;8538;17465;;
1169323/XXL;31464;69852;;
1181898/115;27781;61506;;
7139267/M;37803;83101;;
M0292873;37664;82806;;
M0657859;39127;85687;;
7362302/15;3796;7968;;
2979519/9;2621;4455;;
5348202/44;23700;52093;;
M0101701/S03;9600;94013;;
18018017/11;39515;95929;;
1959009/SM;39063;85559;;
1181712/128;8539;79883;;
7362305/15;3796;7998;;
1169602/XXXL;11704;25826;;
1879203/XXXXL;28497;76353;;
2979033/XXL;2420;3727;;
2401359/116;11457;25255;;
1181712/068;8539;70658;;
M0818204/38;18496;39761;;
2979522/130;25641;56971;;
PR/77426;7686;80003;;
21810043;33984;74969;;
4048904/42;22300;49321;;
2979519/95;2621;4454;;
1083301/6;25189;55231;;
1161208/6;2344;2561;;
1181875/D68;8610;17893;;
5348204/44-45;23702;52097;;
1181827/TS;8606;17882;;
M02933171/31;12771;27777;;
4266595;12603;27498;;
M02933171/41;12771;27775;;
2979520;2623;4462;;
2979523/110;25642;57057;;
M0040506;8052;15981;;
2402704/2.2;11497;25383;;
1181851/3006;8593;17819;;
2979523/130;25642;57056;;
1801896/22;11787;26263;;
1879204/L;31594;70116;;
11638110;3425;6432;;
11633021/30;34592;76176;;
M0040503;8076;16020;;
5348205/46;27970;61859;;
18018039/27;43769;95930;;
7362304/20;3796;7973;;
7362302/20;3796;7967;;
1181876/ANI4004;8609;61500;;
11633038/59;41591;90810;;
M02933507;22056;95935;;
M02933508/24;43772;95936;;
4708210/45;43770;95932;;
1859003/08;8925;19138;;
PR/77427;7686;80004;;
21805088;43080;94016;0;0.00
4429317/S;30935;68524;;
2979525/95;2626;4475;;
4848909/XL;13013;63751;;
1879340/12;10811;73520;;
7362306/20;3796;7985;;
M0040505;8071;16015;;
1879301/M;10810;24205;;
4264306;31693;70359;;
M0291933;29023;64217;;
1879301/XXL;10810;24208;;
M01705041;6421;12236;;
M0170568;6409;12195;;
66825516;28749;63621;;
1181712/012;8539;17533;;
PR/77428;7686;80005;;
2979524/110;25725;57060;;
7139267/XL;37803;83103;;
6433696;37300;82132;;
2979525/82;2626;4474;;
PR/81937;18432;84500;;
1181712/044;8539;17528;;
1082901;28224;62341;;
1180545;27054;59775;;
1181712/043;8539;17529;;
2979524/130;25725;57059;;
4155417/85;2577;4319;;
1181901/3;8970;84318;;
1879204/XXL;31594;70118;;
1948905/08;31218;69269;;
1163640;3363;6346;;
M0291936;35088;77336;;
1161128/CL;2282;2530;;
1003631/M;36404;80264;;
2979527/10;2628;79051;;
53405010;38369;84226;;
M0040513;8083;16027;;
7391831/029;36925;81369;;
4708210/43;43770;95931;;
5340206;36149;79724;;
1879301/XXXXL;10810;62760;;
2979528/85;2621;4480;;
1181883/ADA;8617;17907;;
2979528/95;2621;4478;;
2035259/9374;23051;57999;;
1181712/104;8539;17492;;
1082905;28377;62652;;
4700641;43771;95933;;
1181314/14;9834;21733;;
PR/82703;9150;85264;;
M0655101;29329;64966;;
1181718/082;8538;17463;;
M0655102;29330;64967;;
1181712/107;8539;17489;;
1181712/106;8539;17490;;
M0072357;36822;81119;;
1181712/105;8539;17491;;
1547404;2557;4256;;
2979528/10;2621;79054;;
2979528/8;2621;4481;;
PR/82704;9150;85265;;
1181712/100;8539;17495;;
1181712/099;8539;17496;;
2401359/216;11457;25254;;
1949022/L;38959;85334;;
M0071211/16-10.6;5474;9670;;
2227506/J;27085;59814;;
1801112/0;9861;21781;;
2979535/8;31520;69944;;
2227506/O;27085;59813;;
64338019;11200;24809;;
1473805;37716;82876;;
21810071;39080;85615;;
M0071211/20-9.5;5470;67093;;
6431421/15;11630;25543;;
PR/88291;41590;90808;;
M02905016;37061;81660;;
1082903;28369;62640;;
M0655242;39126;85684;;
7391832/029;36926;81372;;
11638201/27;3226;6102;;
M0071501/010;5635;10140;;
1161316/12;2341;2671;;
6439455;43081;94017;;
2035292/300;38214;83911;;
M0655501;25374;55872;;
6438202/41;41055;89665;;
M02933974/NV;22079;47035;;
1801112/8;9861;21786;;
4785912;9360;20432;;
1181712/087;8539;17502;;
4939201/L;22291;49226;;
9816004;30225;66930;;
1271750/002;9150;19935;;
M0745331;3062;5752;;
1181712/081;8539;17508;;
M02933296/14;38799;95934;;
2978943/40;39232;85915;;
1181712/085;8539;17504;;
1163338/02;3003;5524;;
2402745/1012;25292;61965;;
1879302/S;10810;24192;;
1163866/G;3275;6243;;
1271750/001;9150;19936;;
42665902;39093;85641;;
2978943/48;39232;85914;;
1181712/088;8539;17501;;
64336029;43082;94018;;
2979535/85;31520;69945;;
1181712/080;8539;17509;;
2979537/VE;35735;79056;;
5341045;38361;84217;;
4939201/M;22291;49227;;
M0071501/015;5635;10141;;
M0072343/90625;36135;79693;;
M02905111;39485;86491;;
M0618004/41-42;8141;16182;;
11633038/57;41591;90812;;
11633038/58;41591;90811;;
1949026/XL;38963;85365;;
4935504/4;13753;57559;;
M0291203/14-14;22041;48727;;
11638044/S;3189;5993;;
M0291203/18-10;22041;48731;;
11638699/6;3274;6239;;
64339096;42020;91780;;
4939201/XXXL;22291;49228;;
4182907;25067;54842;;
M0252929/65;25620;56843;;
1082935;25179;55020;;
M0292901;21848;46804;;
4182906;25068;54843;;
1612903;23884;52712;;
2979538/08;35736;79058;;
M00733991/JA;8376;16669;;
4162901;17596;38370;;
1612901;23884;52713;;
M0072344/225;36136;79695;;
2401311/40;25275;55379;;
5349005/XL;32281;71483;;
1879341/06;33298;73522;;
M0252928;25591;56499;;
1181838/P59;8592;17813;;
1181712/075;8539;17512;;
1879302/XL;10810;24195;;
4935533/6;22981;50557;;
M0835854;37223;81962;;
1181712/074;8539;17513;;
2979538/09;35736;79060;;
1181712/072;8539;17514;;
1181712/071;8539;17515;;
2979538/10;35736;79062;;
1082937;25183;55226;;
1181712/069;8539;17516;;
1612906/16;23878;52700;;
1181712/067;8539;17517;;
1181754/AYU;8544;17597;;
1879302/XXL;10810;24196;;
6439321/XXL;33493;73935;;
1879302/XXXL;10810;24197;;
2979538/85;35736;79059;;
M0699104/XL;3589;6964;;
M02933509/20;43773;95939;;
M0699106/M;3589;6968;;
4828301/44;38875;85155;;
M0699107/XL;28390;62687;;
2035178;30376;67262;;
1002901/V;14653;31200;;
1181712/058;8539;17525;;
M0699107/XXL;28390;62688;;
M0699109/L;31623;70185;;
M0654918;43083;94019;;
M0329513;6949;13653;;
M0290521;21721;47850;;
5344501;23687;51830;;
1181718/106;8538;17446;;
5344502;23688;51831;;
1879302/XXXXL;10810;62758;;
1181712/066;8539;17518;;
1181712/065;8539;17519;;
1181713/082;8540;17546;;
7856202;5213;9047;;
M0290555;21725;47858;;
M0072344/625;36136;79696;;
1181748/DC;8545;17617;;
1181332/351;8351;16615;;
1181812/607;8553;17640;;
1181712/061;8539;17522;;
PR/81938;18432;84501;;
1181712/059;8539;17524;;
1879303/M;10810;24187;;
5466014;29729;65894;;
2978943/46;39232;85913;;
9886201;3933;8593;;
1181712/050;8539;17527;;
M0666203;8158;16225;;
5341623/RG;27892;61670;;
M0666208;8162;16229;;
6431422/056;28643;63364;;
M02933509/14;43773;95938;;
1181712/116;8539;70649;;
2979538/95;35736;79061;;
1181712/119;8539;70651;;
4155419/4;2579;4334;;
M0072346/245;36138;79700;;
M0072308/18;5961;11032;;
2401368/10;36976;81489;;
2979603/S;2640;4508;;
1181712/051;8539;17526;;
PR/91512;17043;94021;;
1163340/22;3023;5622;;
1161499/20SM;41595;90837;;
M0071501/03;5635;66135;;
24027123/11.5;11496;25375;;
M0043645;7001;13727;;
M0666246;8155;16220;;
1181712/127;8539;79850;;
9887502;3935;8599;;
1181712/011;8539;17534;;
M0666206;8158;16224;;
1879303/XL;10810;24189;;
1879303/XXL;10810;24190;;
M0666209;8159;16226;;
PR/83056;11466;85616;;
M0666245;8156;16221;;
M0746209;3152;5915;;
5349003/XL;23706;52109;;
M0666247;8157;16222;;
1879303/XXXL;10810;24191;;
21805063;37180;81881;;
PR/83057;11466;85617;;
M0986010;3283;6259;;
1879303/XXXXL;10810;62757;;
1996501;7946;15809;;
1003809;30043;66567;;
2979604/M;2641;4517;;
1879341/08;33298;73523;;
1181712/060;8539;17523;;
2979604/S;2641;4516;;
4333886;16552;35969;;
PR/83058;11466;85618;;
M0171093;6473;12344;;
7856041;5110;8925;;
1473806/25;37717;82878;;
7139267/XXL;37803;83104;;
M0072327/H16;5971;11085;;
7856053;5113;8928;;
1163830/10;3234;6131;;
M0072332/14;5974;11092;;
7390531;36944;81417;;
2979603/XXL;2640;4513;;
1707414;30277;66997;;
1163312/09;2989;5422;;
M0329030/XXL;8715;18359;;
7856206;5216;9050;;
2401361/06;25260;55535;;
M0072390/16;5995;11138;;
PR/83059;11466;85619;;
2979604/XXL;2641;4520;;
2401361/08;25260;55536;;
M0293896;30210;66898;;
2979604/XXXL;2641;4521;;
M01725031;7904;15747;;
5349004/XXXL;23707;52115;;
1879304/M;10810;24199;;
1879304/S;10810;24198;;
1181712/103;8539;17493;;
6682530/JF;18881;63054;;
1163338/38;3003;5527;;
M0291211/16-18;22046;48766;;
PR/83060;11466;85620;;
2979608/XXL;3875;8402;;
1001826/03;14602;31093;;
6433698;37301;82133;;
2979608/XXXL;3875;8403;;
M0627529;5842;10833;;
8731706/EB;10486;84973;;
M0290761;38908;85217;;
1181712/133;8539;79884;;
1289203/XXL;13004;28198;;
1879304/XL;10810;24201;;
1879304/XXXL;10810;24203;;
6431707/YP;23346;86422;;
2401617/02;11466;85621;;
M0399302/XXXL;8878;18961;;
2979604/XL;2641;4519;;
2979610/S;2643;4526;;
M0648915/48;24672;54486;;
7139302/M;8817;18672;;
1163641;3363;6345;;
4700472;32100;82455;;
M0291203/20-08;22041;48733;;
1163340/42;3023;5627;;
2402574;25659;56990;;
1163341/40;3026;5635;;
2979610/M;2643;4527;;
5465311;12423;27316;;
6431707/SB;23346;86421;;
1163805/N;3190;5996;;
1879304/XXXXL;10810;62759;;
1001864/21;14600;31087;;
M0174015;8221;16302;;
1879306/L;10812;24221;;
1181721/084;8536;17373;;
1181745/005;8529;61192;;
2402738/1026;25291;55634;;
1001860/801;14618;31138;;
2979610/XXL;2643;4530;;
1181612/PL;8504;17153;;
4163104;28997;64150;;
1181749/060;8534;17346;;
1163833/75B;3247;6146;;
2979611/L;2644;4532;;
1289204/L;13005;28201;;
4163188;11723;25856;;
2979611/S;2644;4534;;
1879341/10;33298;73524;;
M02915156/50;37654;82782;;
2979611/XL;2644;4533;;
1879306/M;10812;24218;;
4704573;37015;81596;;
1879306/S;10812;24215;;
1879306/XL;10812;24224;;
M0291839/MT;21831;48195;;
2403324;28466;62856;;
1879306/XXL;10812;24227;;
1801771/018;37931;83373;;
4589501/NA;26732;59218;;
1181857/155;8582;17782;;
4589501/NY;26732;59223;;
M0159409/M;14170;30289;;
2979613/L;2645;4538;;
2401617/15;11466;85623;;
2979613/XL;2645;4539;;
7139302/XXL;8817;18673;;
M02933803;21928;46884;;
M0167812;43084;94024;;
1739463/60;18692;40433;;
11633040/73;3034;90813;;
1001867/PE;14611;31112;;
M0165212/30R;17043;94023;;
1859122/XXXXXL;26227;57625;;
1181713/058;8540;17557;;
1001867/RG;14611;31115;;
21810072;39088;85636;;
2401617/09;11466;25281;;
M0291203/20-10;22041;48734;;
1613873/175C;13067;28565;;
1169319/XXL;29922;66348;;
2382301/12;17275;55298;;
1181875/M36;8610;17894;;
M0666971;38951;85311;;
1169312/M;11701;25809;;
1001870/PT;14626;31160;;
1181323/SC;8346;21689;;
1879306/XXXL;10812;24230;;
1181713/027;8540;17560;;
1613873/2V;13067;28561;;
1181368/08;27784;61511;;
2979616/XXL;2646;85880;;
1613873/175CH;13067;28566;;
1879307/XL;10812;24225;;
2138510/42;3654;67780;;
1879308/L;10812;24223;;
1879308/M;10812;24220;;
4266215;12354;27224;;
2979617/L;2647;4548;;
1169602/L;11704;25823;;
2979618/L;30790;68155;;
1613804/C;13071;28586;;
1613804/WG;13071;28584;;
4155437/5;31002;68723;;
1649305/XL;13042;28449;;
2979617/S;2647;4550;;
6431336/16;33715;74425;;
4589501/BA;26732;59220;;
4439002/XXL;7541;14608;;
1181001;8484;17076;;
1001708/GM;36399;80255;;
2401713/05;29966;66464;;
7391403/100;36957;81448;;
1163809/CL;3192;6005;;
M0071580/015;5750;16634;;
M0811911/M;33791;74522;;
4700566;37837;83194;;
1081566/05;13135;28937;;
78574059;5392;9398;;
1081566/03;13135;28938;;
1181601/BR;26927;59572;;
1879308/XXL;10812;24229;;
1613804/CS;13071;28588;;
1613846/175;13069;28577;;
1081566/07;13135;28939;;
1081566/10;13135;28936;;
1163607/S;3056;5745;;
1613803/V;13071;28585;;
1801832/05;11839;81399;;
64339039;37302;82134;;
1879308/XXXL;10812;24232;;
1879309/L;10813;24235;;
1879309/M;10813;24234;;
2979618/XXL;30790;77138;;
M02915156/30;37654;82783;;
4181501/02;13166;29088;;
4181501/10;13166;29086;;
1611538/05;13051;28496;;
4181501/03;13166;29089;;
1161501/20;2943;5237;;
4181507/05;13167;29093;;
1081548/06;13107;28794;;
4181507/07;13167;29095;;
1318901;26891;59444;;
1161501/10;2943;5239;;
1611518/10;13045;28477;;
1611518/15;13045;28478;;
1611519/08;13046;28479;;
4181501/01;13166;29085;;
M0627543;5904;10940;;
2979619/12;35019;77141;;
4589501/LI;26732;59222;;
1181876/ANA4034;8609;61497;;
PR/88299;3034;90816;;
1739403/61;18706;40483;;
1801816/2;11803;26348;;
1181713/110;8540;69400;;
18018031/09;40258;94026;;
M0101327/08;43088;94034;;
5465416/5;23964;53001;;
4181501/05;13166;29087;;
4181501/07;13166;29090;;
1081548/10;13107;28795;;
1081548/08;13107;28796;;
1181830/TP;8604;17879;;
1801832/14;11839;26478;;
1181899/GY;27782;61507;;
1319101;26895;59448;;
1611520/075;13044;28475;;
1879309/S;10813;24233;;
4181505/05;13165;29083;;
1879341/12;33298;73525;;
1611520/05;13044;28474;;
1181886/3021;8570;71585;;
1611538/04;13051;28495;;
1611538/06;13051;28492;;
1879309/XXXL;10813;24238;;
1611538/08;13051;28493;;
1879312/L;10814;24240;;
1611538/10;13051;28494;;
4313602;16263;35680;;
2979701;2649;4554;;
4313609;16268;35685;;
2401362/01;25278;55588;;
2979035/XL;2400;3741;;
2402738/1028;25291;55635;;
1801832/26;11839;81400;;
2979619/14;35019;77142;;
7390104;16852;36452;;
5349503/L;23713;52131;;
7390310/240;27732;61436;;
2402738/820;25291;55631;;
4709606/L;17514;38335;;
5349504/XL;31600;70131;;
1163607/L;3056;5746;;
4589501/BK;26732;59221;;
1260551;37181;81882;;
3925201;43774;95940;;
M0291547/040;29036;64249;;
11633040/78;3034;90818;;
2979704;2650;4555;;
2979709;2651;4557;;
11633040/80;3034;90817;;
4155437/6;31002;68724;;
5349601/L;23714;51857;;
7390604;27737;61444;;
M0591619/TR;27904;72564;;
1879312/M;10814;24239;;
1879312/XL;10814;24241;;
1879312/XXL;10814;24242;;
1879312/XXXL;10814;24243;;
1879314/L;28434;62772;;
1879314/M;28434;62771;;
M0666119;8132;16104;;
4935461/3;22964;50487;;
M0746110;3147;5910;;
M0646101;29424;65188;;
4049352/L;22352;49469;;
M0049407;6904;13567;;
M0291617/0;21801;48073;;
1801834/03;11750;26064;;
M0666120;8128;16100;;
M0666123;8134;16106;;
7391108/22;16880;36573;;
7391108/25;16880;36574;;
1879314/S;28434;62770;;
6430657;37303;82135;;
7856128;5195;9027;;
M0666124;29811;66019;;
4099411;11486;25343;;
5518901/42;10448;67428;;
M0647416;9793;21652;;
1879314/XL;28434;62773;;
1879314/XXL;28434;62774;;
1879314/XXXL;28434;62775;;
1879315/L;28448;62804;;
4703013;37459;82410;;
1801608/013;9886;21862;;
7139303;8818;18247;;
4049701/M;22366;49486;;
1739468/57;18697;40451;;
5341727/PE;38374;84242;;
7139304/L;8819;18681;;
2979710;2651;4558;;
4049701/XL;22366;49488;;
M0698533/41;37725;82894;;
2979712;2652;4559;;
2979714;2654;4561;;
1879315/M;28448;62803;;
4935462/6;22965;50496;;
1879315/S;28448;62802;;
4048907/48;22303;49339;;
7391107/14;16879;36569;;
4265173;33417;73767;;
1801872/09;11753;81395;;
1879315/XL;28448;62805;;
1879315/XXL;28448;62806;;
4267821;38478;84450;;
7391109/50;16874;36545;;
1879341/14;33298;73526;;
91117103;14071;30181;;
1879315/XXXL;28448;62807;;
4048914/50;22309;49367;;
2297469;24624;53977;;
7391517/10;36956;81444;;
1879316/M;28449;62810;;
6431708/SB;23347;86419;;
1879316/S;28449;62809;;
2979036/XL;2408;3764;;
M0666972;38953;85313;;
1879316/XL;28449;62812;;
1879316/XXL;28449;62813;;
66825152/A;13351;67258;;
1801881/17;11833;75434;;
M0666973;38954;85314;;
2401362/04;25278;55590;;
M0649203/39-42;24806;54216;;
M0329030/L;8715;18357;;
4438904/50;7538;14598;;
6431834;37317;82179;;
2979716;2656;4563;;
66825152/J;13351;29400;;
4673601;43086;94031;;
7391402/100;32952;81421;;
2401380/10;38498;84503;;
M0329409/58;6890;13545;;
9111492/104;15183;64182;;
18018038/05;43085;94029;;
1161306/10;2430;2604;;
4155438/8;31003;68725;;
2979717;30788;68150;;
M0744912;38625;84718;;
1879318/L;28451;62824;;
M0371401/005;25317;55727;;
1879318/S;28451;62822;;
7391517/12;36956;81445;;
1879318/XL;28451;62825;;
1801882/07;11794;26310;;
7361972/120;3789;79864;;
2351815/04;14513;30679;;
1879318/XXL;28451;62826;;
M0649513/079;36434;80386;;
5348301/M;23703;52099;;
2979348/M;39224;85888;;
2351820/399;14522;30705;;
9111701/112;27899;61700;;
1879320/L;28453;62835;;
1879320/M;28453;62834;;
9111430/18;15107;34274;;
1879320/XL;28453;62836;;
1879320/XXL;28453;62837;;
2351820/423;14522;30708;;
M0666974;38952;85312;;
6431431/25;33585;74163;;
7391517/14;36956;81446;;
1879321/L;30359;67186;;
M0101829/02;9697;21428;;
M0371401/03;25317;55728;;
2351813/46;14524;30719;;
M0329402/58;6892;13549;;
4266088;38863;85122;;
M0329409/56;6890;13544;;
5343626;37117;81786;;
M0698114/45;3484;6685;;
9111716/RV;15140;34409;;
9111706/BTR;15129;58686;;
18018038/06;43085;94028;;
1801626/03;38235;83948;;
2978935/42;30805;68184;;
2351822/32;14511;30670;;
9111722/136;15145;34449;;
1879321/XXL;30359;67188;;
1879322/L;30360;67193;;
1003660;13943;30053;;
5348301/L;23703;52101;;
1879322/M;30360;67192;;
1879322/XXL;30360;67195;;
1879322/XXXL;30360;67196;;
M0812822;38026;83582;;
1879324/M;30361;67198;;
1879325/L;30361;67202;;
4308901/xl;5580;10027;;
4049205/05;22327;49423;;
2979002/XXL;2422;3490;;
4469420/57;25437;56162;;
2351820/556;14522;30709;;
4469419/56;25436;56158;;
M0649513/050;36434;80385;;
4469419/57;25436;56155;;
M0101703/204;29529;65440;;
1879325/XXL;30361;67208;;
11633040/79;3034;90815;;
M0101820/801;29526;65428;;
M0101703/212;29529;65441;;
1879326/L;30361;67203;;
1879326/XXL;30361;67209;;
9111313/24;10815;61697;;
1879327/M;30362;67211;;
1879327/XL;30362;67213;;
2402738/824;25291;55632;;
1163354/HP;3034;5687;;
1879327/XXL;30362;67214;;
M0101861/014;9689;21401;;
1801622/15;33835;83944;;
91117142/93;15138;34401;;
1163357/PC;3034;5694;;
6431434/45;33588;74170;;
7856134;35799;79182;;
5341051;40937;89427;;
2180675;40949;89447;;
M02933841/20;21630;47616;;
1879328/L;30363;67217;;
M0749424;7281;14286;;
1879329/M;30364;67221;;
4028533/41;18486;39628;;
1801771/14;37931;83934;;
1879329/S;30364;67239;;
1879330/XXL;28450;67371;;
6431726/SB;32393;76098;;
2183610;14015;30125;;
11633040/77;3034;90814;;
M0744910;31506;69909;;
10036003/R;29320;64933;;
1879330/XXXL;28450;67372;;
M0101725/410;9242;20312;;
64338373/B;23462;51599;;
1879331/XXL;30423;67375;;
M0627701/AR;5909;66542;;
1879332/L;10813;69709;;
1879332/M;10813;69708;;
10036003/B;29320;64934;;
1879332/S;10813;69707;;
1879332/XL;10813;69710;;
2401380/08;38498;84504;;
M0101819/01;29509;65368;;
PR/68257;31919;70851;;
M0321715/01;3894;8456;;
11633040/75;3034;90819;;
M02936011/N;24347;53575;;
4589501/TB;26732;59225;;
M0101860/302;9688;21393;;
66825384/T;18869;95942;;
2351831/32;14516;30690;;
53405009;38368;84225;;
2351823/32;26670;59007;;
M0101746/309;9578;61692;;
M0101104/05;41020;94044;;
2351825/03;14512;30678;;
M0101132/7;39729;94043;;
M0101327/05;43088;94036;;
4155508/7;2613;4429;;
M0745516/4;3124;5887;;
6431440/113;35104;77380;;
78574204;5412;9502;;
M02933976;21915;46871;;
M0171757/VE;6825;13121;;
1879332/XXL;10813;69711;;
M0837401;7573;14719;;
M02933975;24344;53572;;
M0101761/402;9582;20811;;
4265349;30539;67606;;
1261728/GI;9085;19660;;
M0252802/PM;25478;56539;;
1879332/XXXL;10813;69712;;
1181761;8542;17584;;
1879333/L;31593;70110;;
M0171875/40;6844;13222;;
1879333/S;31593;70108;;
7275801;13092;28706;;
1879333/XL;31593;70111;;
1879333/XXL;31593;70112;;
1879333/XXXL;31593;70113;;
1879334/L;30361;73488;;
1879334/M;30361;73487;;
2401807/BC;25242;55500;;
2401706;28026;61937;;
4049330/XXL;22341;49451;;
4127404;2805;4912;;
M0100565;43087;94032;;
4127409;2809;4916;;
M0747406;3168;5933;;
1557407;28288;62458;;
M0987405;3287;6263;;
M0657406;29207;64654;;
1261722/708;9075;19613;;
1161320/12;2433;2688;;
1181851/P59;8593;17817;;
7857429;6547;12554;;
5431651/PW;38371;84232;;
M0073661;6128;11552;;
66825384/E;18869;41347;;
11633018/02;34590;76165;;
5343929;40943;89439;;
M0101859/BKG;9670;21336;;
M02933977/14;21637;47641;;
1879334/XL;30361;73489;;
1879334/XXL;30361;73490;;
M0321835/02;3925;8551;;
M0747412;3169;5934;;
2255415/8;8373;16660;0;0.00
1879335/L;33295;73492;;
1879335/M;33295;73491;;
1879335/XL;33295;73493;;
M0747419;3175;5940;;
M0810536;36262;80010;;
M0172313;7883;15712;;
M0101717/418;9592;20883;;
4155508/9;2613;4431;;
1163357/SC;3034;5691;;
M02918201/MI;21566;72304;;
4703627/BL;37468;82424;;
42653056;35469;78295;;
1739407/57;18708;40488;;
M0101716/440;9607;21027;;
11633041/05;41592;90823;;
1879335/XXL;33295;73494;;
1879336/L;33295;73496;;
1879336/M;33295;73495;;
1879336/S;33295;74437;;
1879336/XXL;33295;73498;;
1879337/L;28434;73501;;
1707405;3909;8500;;
M0159409/L;14170;30290;;
M0399002/XL;8882;18971;;
2229009/S;6013;11168;;
M0698534/44;37726;82898;;
2229009/XS;6013;11182;;
2035209/7RM;23062;83912;;
M0101704/415;29530;65446;;
M0252815/GM;25477;56537;;
2401809/04;25243;55502;;
M0101732/422;9240;20268;;
6681320/18;19032;41984;;
1739407/59;18708;40487;;
M0101327/04;43088;94037;;
